order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sales_price,profit
2023-08-31,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Envelopes,OFF-EN-10003001,9,12.0,588.0,88.0
2022-12-12,Standard Class,Corporate,United States,Westfield,New Jersey,7090,East,Furniture,Furnishings,FUR-FU-10003975,3,2.6,127.4,17.400000000000006
2022-11-20,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Labels,OFF-LA-10004559,7,0.6,19.4,-0.6000000000000014
2023-04-19,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Labels,OFF-LA-10003223,6,0.6,29.4,9.399999999999999
2023-10-12,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Appliances,OFF-AP-10002651,3,43.5,826.5,96.5
2022-07-10,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Paper,OFF-PA-10003177,2,0.4,9.6,-0.40000000000000036
2022-03-11,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Phones,TEC-PH-10003442,1,0.2,9.8,-0.1999999999999993
2022-01-22,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Binders,OFF-BI-10000977,4,2.4,117.6,7.599999999999994
2022-05-01,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,OFF-AR-10004078,9,2.0,38.0,-2.0
2022-08-12,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Accessories,TEC-AC-10002550,2,0.9,29.1,9.100000000000001
2022-02-20,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10004965,3,0.5,9.5,-0.5
2022-08-07,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10004209,6,0.4,9.6,-0.40000000000000036
2023-08-29,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10001526,2,0.4,9.6,-0.40000000000000036
2023-07-08,Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,Office Supplies,Paper,OFF-PA-10000788,2,0.2,9.8,-0.1999999999999993
2022-07-30,Standard Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,OFF-PA-10000595,5,2.2,107.8,7.799999999999997
2022-06-10,Standard Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,OFF-BI-10000829,4,0.8,19.2,-0.8000000000000007
2023-10-28,Standard Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Fasteners,OFF-FA-10002676,7,0.3,9.7,-0.3000000000000007
2022-01-31,Standard Class,Corporate,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,TEC-AC-10000844,4,13.6,326.4,6.399999999999977
2023-04-11,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,OFF-ST-10004459,6,54.0,1746.0,166.0
2022-04-23,First Class,Corporate,United States,La Quinta,California,92253,West,Technology,Accessories,TEC-AC-10003499,4,2.5,47.5,-2.5
2023-08-23,Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Chairs,FUR-CH-10000513,2,9.0,171.0,11.0
2023-02-26,Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Phones,TEC-PH-10000895,4,17.2,412.8,62.80000000000001
2022-10-23,Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Phones,TEC-PH-10002555,1,4.8,155.2,5.199999999999989
2023-11-30,Same Day,Corporate,United States,San Francisco,California,94122,West,Furniture,Chairs,FUR-CH-10003312,6,40.5,1309.5,29.5
2022-01-19,Same Day,Corporate,United States,San Francisco,California,94122,West,Furniture,Chairs,FUR-CH-10004086,3,14.0,686.0,96.0
2022-12-08,Standard Class,Corporate,United States,Scottsdale,Arizona,85254,West,Furniture,Furnishings,FUR-FU-10002759,7,4.4,105.6,15.599999999999994
2022-02-13,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,OFF-AP-10002191,3,2.8,137.2,7.199999999999989
2023-06-21,Standard Class,Home Office,United States,Malden,Massachusetts,2148,East,Furniture,Bookcases,FUR-BO-10003450,3,5.1,164.9,4.900000000000006
2023-09-15,Standard Class,Home Office,United States,Malden,Massachusetts,2148,East,Office Supplies,Labels,OFF-LA-10000248,4,0.3,9.7,-0.3000000000000007
2023-06-27,Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Storage,OFF-ST-10004804,4,8.4,201.6,21.599999999999994
2023-09-10,Standard Class,Consumer,United States,San Jose,California,95123,West,Furniture,Bookcases,FUR-BO-10001337,1,4.0,96.0,16.0
2023-11-16,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Art,OFF-AR-10002255,1,0.0,0.0,0.0
2023-01-07,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,TEC-PH-10002624,5,56.4,1823.6,303.5999999999999
2023-04-10,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,OFF-PA-10001878,8,9.3,300.7,40.69999999999999
2023-03-07,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Labels,OFF-LA-10000452,2,0.2,9.8,-0.1999999999999993
2023-07-31,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,FUR-FU-10004665,6,16.4,803.6,53.60000000000002
2022-04-30,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,OFF-BI-10000088,2,0.8,19.2,-0.8000000000000007
2022-08-14,Standard Class,Home Office,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,OFF-PA-10000029,4,0.6,29.4,-0.6000000000000014
2022-10-13,Standard Class,Consumer,United States,Tallahassee,Florida,32303,South,Technology,Phones,TEC-PH-10000369,7,28.4,681.6,11.600000000000023
2023-12-14,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10001590,2,2.0,48.0,8.0
2022-08-19,Standard Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Furnishings,FUR-FU-10004909,8,2.5,47.5,7.5
2023-06-04,Standard Class,Corporate,United States,Coral Springs,Florida,33065,South,Office Supplies,Appliances,OFF-AP-10002287,2,0.5,9.5,-0.5
2022-11-30,Standard Class,Consumer,United States,Orem,Utah,84057,West,Furniture,Bookcases,FUR-BO-10004357,7,56.4,1353.6,13.599999999999909
2022-06-17,Standard Class,Consumer,United States,Orem,Utah,84057,West,Office Supplies,Labels,OFF-LA-10003766,5,0.8,19.2,-0.8000000000000007
2022-02-06,Standard Class,Consumer,United States,Orem,Utah,84057,West,Office Supplies,Storage,OFF-ST-10000046,2,16.0,304.0,14.0
2023-03-25,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Labels,OFF-LA-10003190,4,0.2,9.8,-0.1999999999999993
2023-06-19,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,OFF-PA-10002787,2,0.4,9.6,-0.40000000000000036
2022-12-21,Second Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10000387,1,1.0,19.0,-1.0
2022-04-27,Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,OFF-ST-10001291,2,0.9,29.1,9.100000000000001
2022-03-21,First Class,Consumer,United States,Bowling Green,Kentucky,42104,South,Technology,Accessories,TEC-AC-10003116,4,3.5,66.5,6.5
2022-02-08,Second Class,Consumer,United States,Bellingham,Washington,98226,West,Office Supplies,Binders,OFF-BI-10001308,5,0.6,29.4,-0.6000000000000014
2023-01-21,Second Class,Consumer,United States,Bellingham,Washington,98226,West,Furniture,Tables,FUR-TA-10003954,9,133.5,2536.5,-3.5
2022-12-03,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10003282,8,19.2,460.8,70.80000000000001
2023-07-19,Same Day,Corporate,United States,Newark,Ohio,43055,East,Technology,Phones,TEC-PH-10000576,2,6.4,153.6,3.5999999999999943
2023-01-09,Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Art,OFF-AR-10004441,4,0.4,9.6,-0.40000000000000036
2022-07-16,Standard Class,Home Office,United States,Woodstock,Illinois,60098,Central,Office Supplies,Art,OFF-AR-10003759,2,0.0,0.0,0.0
2023-11-02,Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Technology,Accessories,TEC-AC-10004145,7,70.0,1330.0,60.0
2022-12-20,Standard Class,Home Office,United States,Lafayette,Indiana,47905,Central,Furniture,Furnishings,FUR-FU-10000293,5,21.2,508.8,48.80000000000001
2022-02-01,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Envelopes,OFF-EN-10004955,3,0.6,19.4,-0.6000000000000014
2022-01-20,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,OFF-BI-10001071,5,6.4,313.6,23.600000000000023
2022-09-12,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Envelopes,OFF-EN-10001990,2,0.4,9.6,-0.40000000000000036
2022-03-20,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,OFF-AP-10002734,3,34.0,646.0,76.0
2023-11-14,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,FUR-FU-10004587,3,1.8,58.2,8.200000000000003
2023-05-27,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Storage,OFF-ST-10004337,8,14.7,475.3,75.30000000000001
2022-04-09,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,OFF-PA-10003072,3,1.0,19.0,-1.0
2023-07-20,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,OFF-PA-10000380,2,0.6,19.4,-0.6000000000000014
2022-08-14,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Technology,Phones,TEC-PH-10004833,13,4.8,155.2,15.199999999999989
2023-03-27,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,FUR-FU-10001847,3,0.4,9.6,-0.40000000000000036
2022-01-28,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Technology,Phones,TEC-PH-10002103,2,3.8,186.2,16.19999999999999
2023-09-25,Standard Class,Corporate,United States,Haltom City,Texas,76117,Central,Office Supplies,Envelopes,OFF-EN-10001137,2,0.4,9.6,-0.40000000000000036
2023-07-01,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,OFF-ST-10001476,7,12.5,237.5,27.5
2022-01-11,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,FUR-FU-10002045,1,1.0,19.0,-1.0
2022-07-23,Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Storage,OFF-ST-10001505,1,0.5,9.5,-0.5
2023-07-02,Standard Class,Home Office,United States,Los Angeles,California,90004,West,Technology,Phones,TEC-PH-10001433,3,10.0,240.0,40.0
2022-11-03,Standard Class,Consumer,United States,Wheeling,Illinois,60090,Central,Furniture,Furnishings,FUR-FU-10004671,2,0.4,9.6,-0.40000000000000036
2022-09-25,Standard Class,Consumer,United States,Wheeling,Illinois,60090,Central,Furniture,Tables,FUR-TA-10003569,3,24.0,576.0,76.0
2023-02-06,Second Class,Corporate,United States,Summerville,South Carolina,29483,South,Technology,Phones,TEC-PH-10002807,2,2.4,77.6,-2.4000000000000057
2022-12-21,Second Class,Corporate,United States,Summerville,South Carolina,29483,South,Office Supplies,Binders,OFF-BI-10001597,8,6.6,323.4,53.39999999999998
2023-06-04,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Envelopes,OFF-EN-10003296,2,5.4,174.6,14.599999999999994
2023-11-03,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,OFF-BI-10004632,3,18.2,891.8,51.799999999999955
2022-09-23,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Technology,Phones,TEC-PH-10002310,3,17.7,572.3,72.29999999999995
2022-04-10,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Storage,OFF-ST-10000078,2,15.9,514.1,54.10000000000002
2022-10-10,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,OFF-PA-10001752,3,0.3,9.7,-0.3000000000000007
2022-02-04,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,OFF-AP-10000026,2,4.8,115.2,15.200000000000003
2022-08-27,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Supplies,OFF-SU-10002573,7,3.6,116.4,16.400000000000006
2022-08-17,Same Day,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10000349,3,0.4,9.6,-0.40000000000000036
2023-09-14,Same Day,Consumer,United States,New York City,New York,10035,East,Technology,Machines,TEC-MA-10003356,3,67.5,1282.5,42.5
2023-12-13,Same Day,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,FUR-BO-10000362,1,4.2,135.8,25.80000000000001
2022-06-07,Same Day,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,FUR-FU-10003878,4,2.4,57.6,7.600000000000001
2022-04-15,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,OFF-BI-10000591,1,0.0,0.0,0.0
2023-08-05,Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Art,OFF-AR-10003727,1,0.4,19.6,-0.3999999999999986
2022-12-26,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Technology,Accessories,TEC-AC-10001635,3,1.0,19.0,-1.0
2023-11-06,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Labels,OFF-LA-10001317,1,0.0,0.0,0.0
2023-12-11,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Tables,FUR-TA-10000577,5,24.4,1195.6,35.59999999999991
2022-07-02,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Labels,OFF-LA-10000248,2,0.3,9.7,-0.3000000000000007
2022-12-17,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Paper,OFF-PA-10000955,3,0.4,19.6,-0.3999999999999986
2023-10-16,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Furnishings,FUR-FU-10000221,3,0.3,9.7,-0.3000000000000007
2023-12-13,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Chairs,FUR-CH-10002304,2,1.6,38.4,-1.6000000000000014
2023-05-21,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Chairs,FUR-CH-10004886,3,4.6,225.4,15.400000000000006
2022-03-02,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10001525,6,0.8,19.2,-0.8000000000000007
2022-04-04,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,OFF-LA-10003663,2,0.3,9.7,-0.3000000000000007
2022-05-14,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10001294,13,6.0,114.0,14.0
2023-10-01,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Art,OFF-AR-10000369,3,0.0,0.0,0.0
2022-11-05,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Technology,Phones,TEC-PH-10001300,4,2.8,67.2,7.200000000000003
2022-11-25,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Storage,OFF-ST-10000876,3,0.8,39.2,9.200000000000003
2023-12-28,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Labels,OFF-LA-10001404,5,0.8,19.2,-0.8000000000000007
2023-02-28,Second Class,Corporate,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Paper,OFF-PA-10001972,4,0.6,29.4,-0.6000000000000014
2023-04-11,First Class,Home Office,United States,New York City,New York,10024,East,Technology,Copiers,TEC-CO-10004722,4,224.0,10976.0,676.0
2022-12-17,First Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10001494,8,120.0,2280.0,120.0
2023-09-16,First Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Envelopes,OFF-EN-10002500,5,3.0,57.0,-3.0
2022-01-15,First Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10003800,1,1.5,48.5,-1.5
2023-05-11,First Class,Corporate,United States,Springfield,Ohio,45503,East,Technology,Accessories,TEC-AC-10002399,4,1.8,58.2,-1.7999999999999972
2023-06-29,First Class,Corporate,United States,Springfield,Ohio,45503,East,Technology,Machines,TEC-MA-10002210,7,32.5,617.5,67.5
2023-12-15,First Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,OFF-BI-10003196,10,0.3,9.7,-0.3000000000000007
2023-06-15,Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,OFF-PA-10000477,3,0.3,9.7,-0.3000000000000007
2022-01-04,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,FUR-FU-10000076,2,0.8,39.2,-0.7999999999999972
2022-03-22,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,FUR-CH-10002017,2,1.6,38.4,8.399999999999999
2022-04-16,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,FUR-CH-10004287,1,11.0,209.0,29.0
2023-03-09,Second Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,FUR-FU-10003829,2,0.0,0.0,0.0
2022-05-03,Second Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,OFF-BI-10004728,5,0.4,9.6,-0.40000000000000036
2022-02-24,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,OFF-ST-10000046,2,16.0,304.0,4.0
2023-04-27,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10000697,4,0.6,19.4,-0.6000000000000014
2023-05-08,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10000848,3,0.5,9.5,-0.5
2022-07-16,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10004691,3,1.8,58.2,-1.7999999999999972
2023-05-26,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10000595,4,25.8,834.2,74.20000000000005
2023-09-02,Standard Class,Consumer,United States,Hot Springs,Arkansas,71901,South,Technology,Accessories,TEC-AC-10000927,1,1.2,28.8,-1.1999999999999993
2022-09-21,First Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Paper,OFF-PA-10001289,6,9.5,180.5,20.5
2022-05-02,Second Class,Home Office,United States,Raleigh,North Carolina,27604,South,Technology,Phones,TEC-PH-10003092,1,0.8,39.2,-0.7999999999999972
2022-10-15,Second Class,Home Office,United States,Raleigh,North Carolina,27604,South,Furniture,Furnishings,FUR-FU-10000206,8,0.6,19.4,-0.6000000000000014
2022-01-27,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Furnishings,FUR-FU-10004270,3,1.8,58.2,8.200000000000003
2022-04-09,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,OFF-BI-10000948,3,2.0,38.0,-2.0
2022-12-07,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,OFF-PA-10000223,2,0.3,9.7,-0.3000000000000007
2022-02-08,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Furnishings,FUR-FU-10004665,6,32.8,787.2,97.20000000000005
2022-10-27,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Technology,Phones,TEC-PH-10000215,3,3.0,97.0,7.0
2022-07-23,Standard Class,Corporate,United States,Hesperia,California,92345,West,Furniture,Bookcases,FUR-BO-10004467,5,21.0,399.0,49.0
2023-04-13,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,OFF-BI-10000829,3,0.4,9.6,-0.40000000000000036
2023-06-09,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,OFF-BI-10003712,3,0.4,9.6,-0.40000000000000036
2023-01-02,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Paper,OFF-PA-10000062,3,6.4,153.6,13.599999999999994
2022-10-30,Second Class,Corporate,United States,Provo,Utah,84604,West,Furniture,Bookcases,FUR-BO-10003404,3,51.6,1238.4,158.4000000000001
2022-06-01,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,OFF-BI-10004233,2,1.5,28.5,-1.5
2023-11-08,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Storage,OFF-ST-10001272,2,5.2,254.8,34.80000000000001
2022-12-13,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Labels,OFF-LA-10001175,5,0.2,9.8,-0.1999999999999993
2022-08-21,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,OFF-EN-10004030,3,0.5,9.5,-0.5
2022-07-10,Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Furniture,Chairs,FUR-CH-10004287,4,44.0,836.0,116.0
2023-08-25,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10002834,11,39.6,1940.4,360.4000000000001
2023-09-15,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,OFF-EN-10003055,2,3.2,76.8,6.799999999999997
2023-02-18,First Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,OFF-BI-10003460,2,0.5,9.5,-0.5
2023-03-31,First Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Labels,OFF-LA-10001569,1,0.0,0.0,0.0
2022-10-01,First Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Tables,FUR-TA-10004534,3,14.8,355.2,55.19999999999999
2023-04-04,First Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Binders,OFF-BI-10002954,2,0.0,0.0,0.0
2023-06-22,Same Day,Consumer,United States,Amarillo,Texas,79109,Central,Technology,Accessories,TEC-AC-10003832,3,2.4,77.6,17.599999999999994
2023-09-30,Same Day,Consumer,United States,Amarillo,Texas,79109,Central,Office Supplies,Paper,OFF-PA-10000474,1,0.6,29.4,-0.6000000000000014
2023-05-23,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Chairs,FUR-CH-10002774,1,1.2,38.8,8.799999999999997
2022-06-14,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Appliances,OFF-AP-10002765,4,2.2,107.8,7.799999999999997
2022-11-09,Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,OFF-PA-10001144,3,3.4,166.6,26.599999999999994
2022-11-25,Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Furniture,Chairs,FUR-CH-10003761,6,31.6,758.4,28.399999999999977
2022-02-15,Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,OFF-PA-10004665,2,0.6,29.4,9.399999999999999
2023-01-06,Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Storage,OFF-ST-10000078,5,66.5,1263.5,163.5
2022-10-16,Same Day,Consumer,United States,San Diego,California,92024,West,Office Supplies,Paper,OFF-PA-10000357,3,8.5,161.5,21.5
2023-06-23,Standard Class,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Art,OFF-AR-10000422,5,0.3,9.7,-0.3000000000000007
2022-03-24,Standard Class,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Appliances,OFF-AP-10001205,1,1.6,38.4,8.399999999999999
2023-11-30,Same Day,Consumer,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,OFF-BI-10001116,7,0.5,9.5,-0.5
2022-12-20,Same Day,Consumer,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,OFF-BI-10002931,2,0.6,29.4,-0.6000000000000014
2022-11-23,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,OFF-BI-10000546,5,0.2,9.8,-0.1999999999999993
2023-02-15,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Accessories,TEC-AC-10002049,5,24.8,595.2,75.20000000000005
2023-03-18,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,OFF-BI-10001196,4,1.8,88.2,18.200000000000003
2022-04-08,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Machines,TEC-MA-10002981,3,17.5,332.5,22.5
2022-07-17,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Phones,TEC-PH-10003601,1,8.0,152.0,22.0
2022-09-26,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10000632,9,6.2,303.8,53.80000000000001
2023-01-19,Standard Class,Consumer,United States,Thomasville,North Carolina,27360,South,Office Supplies,Envelopes,OFF-EN-10003055,3,3.0,97.0,7.0
2023-11-03,Standard Class,Consumer,United States,Thomasville,North Carolina,27360,South,Office Supplies,Binders,OFF-BI-10001031,2,0.0,0.0,0.0
2022-01-17,First Class,Consumer,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,OFF-BI-10002003,5,0.0,0.0,0.0
2022-02-09,First Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10003016,5,1.0,19.0,-1.0
2022-10-21,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,OFF-AR-10004582,4,0.4,9.6,-0.40000000000000036
2022-03-24,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10004364,3,0.2,9.8,-0.1999999999999993
2022-04-12,Standard Class,Consumer,United States,Englewood,Colorado,80112,West,Office Supplies,Paper,OFF-PA-10002246,3,0.4,19.6,-0.3999999999999986
2023-07-30,Standard Class,Consumer,United States,Englewood,Colorado,80112,West,Technology,Phones,TEC-PH-10002890,3,5.5,104.5,4.5
2022-11-11,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,Furnishings,FUR-FU-10001475,5,4.4,105.6,15.599999999999994
2022-11-15,Standard Class,Consumer,United States,Hialeah,Florida,33012,South,Furniture,Furnishings,FUR-FU-10004270,1,1.0,19.0,-1.0
2022-12-24,First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,OFF-PA-10003465,2,1.5,28.5,-1.5
2022-08-26,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Machines,TEC-MA-10003626,4,32.8,787.2,27.200000000000045
2023-10-13,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Machines,TEC-MA-10002412,6,905.6,21734.4,3624.4000000000015
2023-09-05,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,OFF-PA-10001804,4,0.4,19.6,-0.3999999999999986
2022-04-28,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,OFF-AR-10003183,3,0.4,9.6,-0.40000000000000036
2022-01-06,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,FUR-FU-10004270,2,0.9,29.1,-0.8999999999999986
2022-04-22,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Fasteners,OFF-FA-10003112,3,0.6,19.4,-0.6000000000000014
